00:01;333
00:02;310
00:03;329
00:04;758
00:05;353
00:06;324
00:07;325
00:08;333
00:09;329
00:10;356
00:11;352
00:12;339
00:14;332
00:15;334
00:16;319
00:17;340
00:18;334
00:19;342
00:20;316
00:21;345
00:22;353
00:23;354
00:24;468
00:25;356
00:26;365
00:28;345
00:29;350
00:30;354
00:31;329
00:32;341
00:33;321
00:34;330
00:35;346
00:36;328
00:37;342
00:38;327
00:39;353
00:40;311
00:42;344
00:43;343
00:44;331
00:45;348
00:46;351
00:47;345
00:48;341
00:49;356
00:50;348
00:51;410
00:52;367
00:53;337
00:54;340
00:55;333
00:57;352
00:58;333
00:59;347
01:00;355
01:01;349
01:02;342
01:03;337
01:04;355
01:05;350
01:06;350
01:07;343
01:08;354
01:09;373
01:11;377
01:12;352
01:13;393
01:14;368
01:15;372
01:16;373
01:17;353
01:18;352
01:19;369
01:20;344
01:21;399
01:22;360
01:23;369
01:25;499
01:26;370
01:27;368
01:28;350
01:29;348
01:30;351
01:31;399
01:32;398
01:33;349
01:34;369
01:35;353
01:36;375
01:37;390
01:39;363
01:40;342
01:41;358
01:42;368
01:43;376
01:44;371
01:45;394
01:46;359
01:47;356
01:48;363
01:49;360
01:50;379
01:51;383
01:52;351
01:54;458
01:55;364
01:56;355
01:57;395
01:58;349
01:59;368
02:00;365
02:01;373
02:02;359
02:03;385
02:04;370
02:05;373
02:06;368
02:08;364
02:09;363
02:10;375
02:11;394
02:12;365
02:13;363
02:14;384
02:15;361
02:16;383
02:17;365
02:18;372
02:19;386
02:20;375
02:22;380
02:23;357
02:24;379
02:25;373
02:26;420
02:27;381
02:28;376
02:29;377
02:30;368
02:31;371
02:32;385
02:33;368
02:34;361
02:36;367
02:37;392
02:38;365
02:39;425
02:40;378
02:41;358
02:42;369
02:43;444
02:44;372
02:45;431
02:46;369
02:47;380
02:48;370
02:50;370
02:51;370
02:52;378
02:53;368
02:54;405
02:55;387
02:56;371
02:57;391
02:58;390
02:59;367
03:00;375
03:01;426
03:02;367
03:03;369
03:05;363
03:06;371
03:07;377
03:08;365
03:09;355
03:10;375
03:11;390
03:12;381
03:13;431
03:14;369
03:15;380
03:16;377
03:17;379
03:19;400
03:20;385
03:21;425
03:22;388
03:23;372
03:24;385
03:25;384
